room_id,date,slot_group_id,khung_code,availability_status
TD-FAM-01,2026-08-27,N3,K2,AVAILABLE
TD-FAM-01,2026-08-27,N3,K3,AVAILABLE
TD-FAM-01,2026-08-27,N3,QD,AVAILABLE
TD-FAM-01,2026-08-28,N3,K1,AVAILABLE
TD-FAM-01,2026-08-28,N3,K2,AVAILABLE
TD-FAM-01,2026-08-28,N3,K3,AVAILABLE
TD-FAM-01,2026-08-28,N3,QD,AVAILABLE
TD-FAM-01,2026-08-29,N3,K1,AVAILABLE
TD-FAM-01,2026-08-29,N3,K2,AVAILABLE
TD-FAM-01,2026-08-29,N3,K3,AVAILABLE
TD-FAM-01,2026-08-29,N3,QD,AVAILABLE
TD-FAM-01,2026-08-30,N3,K1,AVAILABLE
TD-FAM-01,2026-08-30,N3,K2,AVAILABLE
TD-FAM-01,2026-08-30,N3,K3,AVAILABLE
TD-FAM-01,2026-08-30,N3,QD,AVAILABLE
TD-FAM-01,2026-08-31,N3,K1,AVAILABLE
TD-FAM-01,2026-08-31,N3,K2,AVAILABLE
TD-FAM-01,2026-08-31,N3,K3,AVAILABLE
TD-FAM-01,2026-08-31,N3,QD,AVAILABLE
TD-FAM-02,2026-08-25,N4,K1,AVAILABLE
TD-FAM-02,2026-08-25,N4,K2,AVAILABLE
TD-FAM-02,2026-08-25,N4,K3,AVAILABLE
TD-FAM-02,2026-08-25,N4,QD,AVAILABLE
TD-FAM-02,2026-08-26,N4,K1,AVAILABLE
TD-FAM-02,2026-08-26,N4,K2,AVAILABLE
TD-FAM-02,2026-08-26,N4,K3,AVAILABLE
TD-FAM-02,2026-08-26,N4,QD,AVAILABLE
TD-FAM-02,2026-08-27,N4,K1,AVAILABLE
TD-FAM-02,2026-08-27,N4,K2,AVAILABLE
TD-FAM-02,2026-08-27,N4,K3,HELD
TD-FAM-02,2026-08-27,N4,QD,AVAILABLE
TD-FAM-02,2026-08-28,N4,K1,AVAILABLE
TD-FAM-02,2026-08-28,N4,K2,AVAILABLE
TD-FAM-02,2026-08-28,N4,K3,AVAILABLE
TD-FAM-02,2026-08-28,N4,QD,AVAILABLE
TD-FAM-02,2026-08-29,N4,K1,AVAILABLE
TD-FAM-02,2026-08-29,N4,K2,AVAILABLE
TD-FAM-02,2026-08-29,N4,K3,AVAILABLE
TD-FAM-02,2026-08-29,N4,QD,AVAILABLE
TD-FAM-02,2026-08-30,N4,K1,AVAILABLE
TD-FAM-02,2026-08-30,N4,K2,AVAILABLE
TD-FAM-02,2026-08-30,N4,K3,AVAILABLE
TD-FAM-02,2026-08-30,N4,QD,AVAILABLE
TD-FAM-02,2026-08-31,N4,K1,AVAILABLE
TD-FAM-02,2026-08-31,N4,K2,AVAILABLE
TD-FAM-02,2026-08-31,N4,K3,AVAILABLE
TD-FAM-02,2026-08-31,N4,QD,AVAILABLE
PMH-STD-01,2026-08-25,N1,K1,AVAILABLE
PMH-STD-01,2026-08-25,N1,K2,AVAILABLE
PMH-STD-01,2026-08-25,N1,K3,AVAILABLE
PMH-STD-01,2026-08-25,N1,QD,BOOKED
PMH-STD-01,2026-08-26,N1,K1,AVAILABLE
PMH-STD-01,2026-08-26,N1,K2,AVAILABLE
PMH-STD-01,2026-08-26,N1,K3,AVAILABLE
PMH-STD-01,2026-08-26,N1,QD,AVAILABLE
PMH-STD-01,2026-08-27,N1,K1,AVAILABLE
PMH-STD-01,2026-08-27,N1,K2,AVAILABLE
PMH-STD-01,2026-08-27,N1,K3,AVAILABLE
PMH-STD-01,2026-08-27,N1,QD,AVAILABLE
PMH-STD-01,2026-08-28,N1,K1,BOOKED
PMH-STD-01,2026-08-28,N1,K2,AVAILABLE
PMH-STD-01,2026-08-28,N1,K3,AVAILABLE
PMH-STD-01,2026-08-28,N1,QD,AVAILABLE
PMH-STD-01,2026-08-29,N1,K1,AVAILABLE
PMH-STD-01,2026-08-29,N1,K2,AVAILABLE
PMH-STD-01,2026-08-29,N1,K3,AVAILABLE
PMH-STD-01,2026-08-29,N1,QD,AVAILABLE
PMH-STD-01,2026-08-30,N1,K1,AVAILABLE
PMH-STD-01,2026-08-30,N1,K2,AVAILABLE
PMH-STD-01,2026-08-30,N1,K3,AVAILABLE
PMH-STD-01,2026-08-30,N1,QD,AVAILABLE
PMH-STD-01,2026-08-31,N1,K1,AVAILABLE
PMH-STD-01,2026-08-31,N1,K2,AVAILABLE
PMH-STD-01,2026-08-31,N1,K3,AVAILABLE
PMH-STD-01,2026-08-31,N1,QD,AVAILABLE
PMH-STD-02,2026-08-25,N2,K1,AVAILABLE
PMH-STD-02,2026-08-25,N2,K2,AVAILABLE
